CpG,Gene,Discovery_group,EWAS_abs_estimate,haEWAS_abs_estimate
cg06166490,HOXA10,Common,0.0209689546094424,0.0737856707063154
cg06168149,AQP6,Common,0.0927242989046825,0.127255026312775
cg06183267,AFF3,Common,0.0826875348584886,0.0970110357616131
cg06183267,LONRF2,Common,0.101646612043413,0.118488124076861
cg06186450,KCNN3,Common,0.167408724534529,0.275092563831452
cg06192381,GNAI2,Common,0.0907114764071854,0.193817298606974
cg06192381,NPRL2,Common,0.0901810529230723,0.189024942140079
cg06192549,HSP90AA5P,Common,0.0001955376543339,0.0011932021545608
cg06196379,TREML1,Common,0.214600070203427,0.282216223684481
cg06196379,TREML4,Common,0.0310505125906598,0.0388485221980544
cg06224017,C10orf111,Common,0.123416174054057,0.361353360542459
cg06224017,MEIG1,Common,0.155234669272481,0.612010299567479
cg06224017,RP11-455B2.9,Common,0.0004674875865146,0.0007552206663376
cg06231724,AC068282.3,Common,0.16985348194273,0.247482876115742
cg06234584,FAM96AP1,Common,0.0002437708188885,0.0003801828188142
cg06245338,RHBDF2,Common,0.185255275795524,0.337503253054061
cg06245338,RP11-794C22.2,Common,0.0004151279399359,0.0006435165776452
cg06255037,L3MBTL2,Common,0.134257333096282,0.190876918904486
cg06255037,RP4-756G23.5,Common,0.165459888729761,0.24243821720552
cg06271850,SPG7,Common,0.0737590393822419,0.952981217233155
cg06275642,AC127383.1,Common,0.0005555854142356,0.0012348057200312
cg06275642,AC130709.1,Common,0.0354521749307494,0.0665790257942685
cg06285439,AC007362.1,Common,0.133381927856126,27570696606.6007
cg06285439,NRP2,Common,0.122073595167225,23024372535.9042
cg06287548,SON,Common,0.109481780793881,0.195287635393189
cg06305891,ZDHHC19,Common,0.134712749176449,0.179477073736846
cg06312789,ZXDC,Common,0.0752578644582258,0.322944520349999
cg06340704,OXGR1,Common,0.0731411415476027,0.145954790789018
cg06345027,MCU,Common,0.0812935414007692,0.119047796148302
cg06357908,RGS1,Common,0.634096804715269,0.878802592685116
cg06381455,MRPS7,Common,0.104734980350263,0.251303482138763
cg06381455,SAP30BP,Common,0.104777196644153,0.231674263942876
cg06390079,AC005722.4,Common,0.0516601537914566,0.0962697404780823
cg06396119,MLNR,Common,0.014437954137497,0.0322490990913869
cg06396119,SETDB2,Common,0.125668217729899,0.237244507319956
cg06407137,GPR142,Common,0.0294571122632149,0.0326749079994757
cg06409432,RASGRP2,Common,0.0831653799503111,1.80106927651362
cg06416491,RP11-242C24.2,Common,0.0363056581139284,0.0715986463649537
cg06425868,SLC12A5,Common,0.239296342426152,0.42679855038848
cg06425868,SNX21,Common,0.154022659838411,0.252987214932717
cg06425868,ZSWIM3,Common,0.0940212542924599,0.170185591601278
cg06526622,SLC39A10,Common,0.116594487015601,0.118842649602185
cg06547513,CTB-164N12.1,Common,0.0415849984147033,0.114015806985464
cg06567722,GRTP1-AS1,Common,0.146340542053079,0.158493185469882
cg06567722,LAMP1,Common,0.0931752129073744,0.100238354372353
cg06567722,MCF2L,Common,0.122172135067745,0.131142278143624
cg06607764,LGALS3BP,Common,0.10601463195938,0.271408456595733
cg06635946,LINC00899,Common,0.0715629992514815,0.10638379621714
cg06646021,RP4-613A2.1,Common,0.0568230229650276,0.15368887370013
cg06690535,SMCO1,Common,0.0312523750332431,0.0533302183763278
cg06693983,FAM71E2,Common,0.006180666910176,0.0049704413961003
cg06693983,TMEM238,Common,0.0694020708332533,0.13758560248604
cg06693983,TMEM86B,Common,0.110734114489985,0.185920378770633
cg06700606,RASGEF1C,Common,0.109940505567404,0.105098169548418
cg06710769,RP5-1043L13.1,Common,0.0766900441934455,0.164870724144877
cg06760238,PWWP2B,Common,0.141414748675256,0.190223087984088
cg06760238,RP11-288G11.3,Common,0.225110340254918,0.312841557100568
cg06787669,TBRG4,Common,0.0749463302453535,0.124388875284741
cg06800235,RP4-549F15.1,Common,0.0300310389362293,0.0370318447807107
cg06804344,KIAA1257,Common,0.0701561383019021,0.0669243183132977
cg06811094,LINC00862,Common,0.0412987788998794,0.0934480098674802
cg06825448,AC093802.1,Common,0.021680951135456,0.0269787408002113
cg06830450,CYP27B1,Common,0.0387306870790447,0.135322048978523
cg06830450,OS9,Common,0.0698286955059687,0.248214440659152
cg06834507,RPL34P6,Common,0.203166771975629,0.315014216728156
cg06852461,RP11-57I17.3,Common,0.0828142795807222,0.610058025617362
cg06902698,POGZ,Common,0.0627712872338985,0.1386214491997
cg06902698,TMOD4,Common,0.0633881462164342,0.135712974876121
cg06912304,SSU72P3,Common,0.0013027750588141,0.0013669698442254
cg06931418,ATP5D,Common,0.117345911639698,0.133639237612941
cg06931418,CTB-25B13.9,Common,0.258698721266651,0.295657198282615
cg06931418,PLK5,Common,0.162277158594384,0.186024672601061
cg06934654,RP11-46C24.5,Common,0.0435528817898778,0.0538896587023827
cg06988336,RP11-368I7.4,Common,0.0440410018032965,0.0532236160805962
cg06997549,TEAD4,Common,0.143810130813698,0.284580900576702
cg07002058,MIR142,Common,0.341101156817239,2.38690312319983
cg07013258,FBXL19,Common,0.139544178300404,0.287441091294324
cg07013258,RP11-196G11.2,Common,0.231463244977472,0.46471085871468
cg07013258,STX4,Common,0.078510861508321,0.153132023116817
cg07013258,VKORC1,Common,0.136857569200659,0.274700252199217
cg07013258,ZNF629,Common,0.0796818280102986,0.159947782373034
cg07013258,ZNF646,Common,0.0949414382578214,0.186915259647287
cg07047570,INSM1,Common,0.133036196282478,0.340400470754144
cg07047570,RPL17P1,Common,0.107749830921908,0.106175029347735
cg07048527,HOXB8,Common,0.0212248648099884,0.861119072285855
cg07048527,SKAP1,Common,0.13307875867499,4.00848892532101
cg07051221,EIF4B,Common,0.154993745239544,0.193224450906101
cg07051221,IGFBP6,Common,0.101063576403161,0.126432464028783
cg07060794,MALSU1,Common,0.114483080263734,0.147920270434267
cg07061298,HOXA7,Common,0.0100246874601941,0.0534793479872487
cg07067993,TMEM132D,Common,0.0868683598142264,0.10092311620807
cg07118796,RP11-88I21.1,Common,0.0237127002500363,0.0679290276646836
cg07148458,POLR2A,Common,0.152781384134689,1.21542369654396
cg07153966,HOTAIRM1,Common,0.0718687470959315,0.967264069543614
cg07153966,HOXA-AS2,Common,0.005751162544056,0.0679567523067404
cg07184237,KCNH2,Common,0.0957193225902426,0.469877243338405
cg07184237,TMUB1,Common,0.131504636454767,0.5802256158789
cg07188665,B3GNT9,Common,0.107657784953595,0.12886217112982
cg07188665,RN7SL543P,Common,0.0287385235333188,0.033707309945111
cg07197059,BCL2L2,Common,0.201415241566791,0.928087411893243
cg07197059,MYH6,Common,0.0193645096376139,0.0171273482987898
cg07197059,PABPN1,Common,0.161200982086139,0.858543660186795
cg07197059,PPP1R3E,Common,0.203486450841116,1.23679757312354
cg07207652,KPNB1,Common,0.0818048888566111,0.390679041781292
cg07278425,HOTAIRM1,Common,0.0868142455787292,0.325691307143456
cg07278425,HOXA6,Common,0.0001937428365009,0.0008067500758891
cg07317062,SKAP2,Common,0.0611195049957035,0.269442158632347
cg07318128,HOXB5,Common,0.018148513283071,0.0509810225438666
cg07349094,AFF3,Common,0.114046317232894,0.136249327117617
cg07357279,CTB-39G8.2,Common,0.0453920640866711,0.0811910003864832
cg07357279,RP13-890H12.2,Common,0.0329163022135358,0.0581186344549119
cg07368661,SAP30BP,Common,0.165750226000522,0.463319967924556
cg07368661,SMIM6,Common,0.398218755664518,1.16456214578877
cg07370771,AL445199.1,Common,0.0836717672736491,0.24103754693187
cg07370771,CALY,Common,0.22905137669318,0.648861758440497
cg07370771,GPR123-AS1,Common,0.161302021570166,0.468253912095433
cg07370771,KNDC1,Common,0.0770844577580495,0.222412638730644
cg07420362,STIM1,Common,0.0486632306262589,0.052673244117666
cg07450210,DOCK9-AS2,Common,0.237626589756263,0.295967179294791
cg07450210,GPR18,Common,0.0254661648960352,0.0300221701906625
cg07464217,CTSZ,Common,0.106762196230771,0.19671344559718
cg07466788,FASN,Common,0.400162136524386,1.19716801238931
cg07466788,RP13-20L14.6,Common,0.194531053582848,0.617160345180334
cg07486199,PIGU,Common,0.102157478410554,0.379932176013738
cg07495389,C2orf53,Common,0.0002299104962205,0.0003671086494768
cg07498879,AC004832.1,Common,0.0576317700887233,0.0563090116736706
cg07498879,LIF,Common,0.131318200212164,0.121418140881289
cg07498879,RP4-539M6.14,Common,0.0032576388126104,0.0035601612421067
cg07503662,AC010536.1,Common,0.0248159466683681,0.0266816148771255
cg07505433,ARRDC5,Common,0.0829539641357579,0.180557856983665
cg07505433,PLIN3,Common,0.106269586844135,0.250678087871178
cg07505433,PTPRS,Common,0.0909993274701006,0.237129809646887
cg07505433,TICAM1,Common,0.0926046085044249,0.252501567619961
cg07512993,RP11-403P17.5,Common,0.0921326395157328,3818141491.16596
cg07522913,HOXA6,Common,0.000348157825739,0.0051253922906095
cg07561747,TMEM9,Common,0.0644712431516791,0.169614025186905
cg07599786,LMOD1,Common,0.246953926290067,0.462200930591345
cg07599786,RP11-307B6.3,Common,0.247903304141223,0.463100594801533
cg07616871,ARPC2,Common,0.0972230715081125,0.19710160812898
cg07684775,ITGA5,Common,0.0798565753121234,0.195826613286075
cg07696006,PML,Common,0.27731896608717,0.398861198151313
cg07696516,PHOX2B,Common,0.0001523961343711,0.000359063089572
cg07699546,ELF3,Common,0.132463584328833,0.205120732014328
cg07699546,RP11-465N4.4,Common,0.017203876089052,0.027091028603329
cg07739369,RP13-20L14.1,Common,0.490261861723541,1.69045718491645
cg07768107,RBM47,Common,0.111357231869779,0.160200410188762
cg07768107,RHOH,Common,0.0963237365361104,0.128610422598691
cg07785552,CD52,Common,0.488937371136525,0.697059654914733
cg07785552,HMGN2,Common,0.23710611932303,0.345772108538542
cg07785552,PIGV,Common,0.119273594481325,0.172257457588606
cg07785552,RPS6KA1,Common,0.130561105270533,0.192816084761898
cg07788865,KIAA1462,Common,0.164574254235078,0.611296347037653
cg07823492,SKAP1,Common,0.0821201638346313,0.74151402429016
cg07823492,TTLL6,Common,0.0820114219520743,0.432895781800945
cg07824636,RP11-815M8.1,Common,0.0333565952200359,0.0460317564659952
cg07839105,KISS1R,Common,0.265837064504149,0.311931341264305
cg07839105,MISP,Common,0.0617016969486038,0.074890148732718
cg07839105,RNU6-9,Common,0.162122209484306,0.199578727427105
cg07855221,CCDC57,Common,0.211196590786758,0.275219179202022
cg07855221,DUS1L,Common,0.146265596059002,0.188995463931283
cg07855221,MYADML2,Common,0.255291425688153,0.324634514748977
cg07855221,RP13-1032I1.7,Common,0.41005118020454,0.519249794256197
cg07855319,CIRH1A,Common,0.199714820601231,0.386662688350078
cg07855319,RP11-343C2.11,Common,0.102992419323254,0.180581280955349
cg07855319,RP11-343C2.7,Common,0.0571894352999375,0.0941918257862507
cg07855319,RP11-521L9.2,Common,0.0764778355387617,0.146870067111717
cg07865091,C1orf210,Common,0.0143269242010892,0.0294316093678337
cg07871971,RP11-194N12.2,Common,0.407668160252239,0.422009961042616
cg07871971,RP11-400F19.18,Common,0.160487051632992,0.166091086467521
cg07871971,RP11-400F19.6,Common,0.146490996035067,0.151462704120017
cg07882648,C20orf195,Common,0.105927451989911,0.349875394809737
cg07882648,NKAIN4,Common,0.312234853049537,0.777772768329645
cg07888661,CDH23,Common,0.347363401807664,1.15981955032152
cg07888661,RP11-472G21.2,Common,0.0001324826657487,0.0001316301395482
cg07917150,HOXA6,Common,9.83467540206954e-05,0.0002494061494982
cg07925670,AC026954.6,Common,0.0096533443301519,0.0131682666437095
cg07925670,KCTD11,Common,0.0878219396939048,0.124392595575088
cg07925670,RP11-104H15.9,Common,0.080056259062158,0.114202248265624
cg07942135,HNRNPA1P73,Common,0.0254108320581521,0.0634246104501009
cg07942135,HOXA6,Common,0.0001087052599295,0.0002492091907484
cg07953015,ZNF541,Common,0.0473659270957325,0.114154211537681
cg07959070,C22orf34,Common,0.10113907937349,0.192337243526728
cg07959070,RP1-29C18.8,Common,0.0638254067071487,0.127786863196159
cg07959070,RP1-29C18.9,Common,0.016575083712001,0.0330057309803855
cg07973967,CD79B,Common,0.133260886664573,0.131774467034173
cg07973967,ICAM2,Common,0.252206481834365,0.279879426248185
cg07973967,SMARCD2,Common,0.10260756586733,0.116528407854094
cg07996594,CLIC4,Common,0.224120260506047,0.353029843444625
cg08000731,NLRP6,Common,0.0156430100710219,0.0707077547603248
cg08000731,PSMD13,Common,0.0566471913113546,0.266416724510834
cg08003321,PIK3R5,Common,0.0847147073488087,0.106636509441276
cg08027484,TMEM14B,Common,0.0572543742718886,0.0943300190805493
cg08061524,ATXN10,Common,0.100109334389691,0.191248956048882
cg08061524,FLJ27365,Common,0.120552080400136,0.218526223218655
cg08061524,PPARA,Common,0.0718916262790243,0.176272282423914
cg08101036,HOXA9,Common,0.0190881146344784,0.14699451127738
cg08111857,RP11-400F19.8,Common,0.161833456963321,0.15937885258836
cg08111857,WNK4,Common,0.024319784903704,0.0285501465970044
cg08129759,RP11-465N4.4,Common,0.0329339313304897,0.225197576142117
cg08140459,NPC2,Common,0.169507839303287,0.18573683152285
cg08140459,RP11-316E14.6,Common,0.177708177117811,0.199971333771113
cg08140459,SYNDIG1L,Common,0.149944945176839,0.176207650646752
cg08166729,CNPY1,Common,0.0624866596348991,0.0768897800947502
cg08166729,HTR5A-AS1,Common,0.18956170919724,0.224493883099675
cg08196561,RP11-278A23.2,Common,0.0482336343886189,0.0946660245235325
cg08202399,RP11-65J21.3,Common,0.15215663158971,0.266417812872853
cg08230957,CTB-186G2.1,Common,0.0633768056742993,0.300296154767964
cg08230957,RNU6-140P,Common,0.0002394541160824,0.0010245602273824
cg08255475,CYBA,Common,0.215130471998239,0.49995400730933
cg08264519,BRF1,Common,0.0543043537616905,0.135420375615225
cg08264519,PACS2,Common,0.0603626437072341,0.148313124968261
cg08264519,RP11-521B24.3,Common,0.0882151468636739,0.214422944226285
cg08264519,RP11-521B24.5,Common,0.0799305395814973,0.193920269045202
cg08264519,TMEM121,Common,0.103739633009962,0.256583609700597
cg08274637,DLEU7,Common,0.134150924772233,2.40507339446662
cg08283130,KANK3,Common,0.144551496421389,0.652480277357307
cg08308032,HTRA2,Common,0.13557064279365,0.481449614632508
cg08308032,SEMA4F,Common,0.249766471189779,3.04695554722951
cg08323969,COA3,Common,0.194948266275976,997549247.903828
cg08323969,HSD17B1,Common,0.393690190837415,5072616711.59159
cg08323969,HSD17B1P1,Common,0.14768451415357,1960378130.62718
cg08323969,RP11-400F19.8,Common,0.352198021568573,2104578544.89505
cg08323969,VPS25,Common,0.183733392313604,11329323644.9433
cg08353973,RP11-321F6.1,Common,0.073163807147419,0.112764621115402
cg08363067,NOMO3,Common,0.390386376501294,0.909011701768511
cg08379738,C3,Common,0.185026430279579,2.62666739980243
cg08379738,PSPN,Common,0.125065808938733,1.84936171198253
cg08379738,TNFSF14,Common,0.184030919822722,2.72092870267549
cg08433504,GPR176,Common,0.0930382202499249,0.162201463392519
cg08452964,THEMIS2,Common,0.167584893804465,0.242021132560343
cg08493063,CLEC16A,Common,0.082340110477303,0.0908688924522664
cg08544331,RP4-781L3.1,Common,0.0078416664268951,0.0119242390351764
cg08558340,RP13-650G11.1,Common,0.0005024299506973,0.0017015257933396
cg08558340,SRRT,Common,0.0841622889213485,0.324631537617106
cg08571918,LINC01102,Common,0.0713698607076415,0.698238397220252
cg08571918,POU3F3,Common,0.0667469554552394,0.569537094849245
cg08681293,CIRBP-AS1,Common,0.0845118430938651,0.116625134775519
cg08681293,HMGB2P1,Common,0.0782336141071051,2.35877762122358
cg08681293,MIDN,Common,0.278804205973623,6.1785850813956
cg08688548,CPEB1,Common,0.0919566576379145,0.126370685186333
cg08706567,RNA5SP46,Common,0.000145299919867,0.0003882765716831
cg08706567,WDR65,Common,0.0256431757089295,0.0716646412123219
cg08726863,SFT2D3,Common,0.0956584561434344,0.137769851842583
cg08731696,MYSM1,Common,0.100879210391744,0.21330804071841
cg08741842,PPM1J,Common,0.181564769412205,0.194909678297095
cg08760493,COL25A1,Common,0.0580976522053164,0.0762366789128519
cg08767044,CTD-3088G3.6,Common,0.0001321557370473,0.0001610032621467
cg08767044,LITAF,Common,0.130805320816758,0.153025486578507
cg08775230,TEX12,Common,0.0369953055131437,0.0574702459400128
cg08813888,AC105393.2,Common,0.0252387762649418,0.0265694347877697
cg08820801,RNU6-140P,Common,0.0002653005698992,0.0004476138019542
cg08820801,SIRT2,Common,0.0562407502830295,0.103062787287973
cg08824847,PDHX,Common,0.219042428537882,0.543832792586602
cg08846079,GSTM5,Common,1.24720231701495,4.37138183656884
cg08855938,PROX1-AS1,Common,0.0769099928969922,0.240888163794514
cg08857310,RP11-13K12.1,Common,0.394514368404747,0.84577609493995
cg08857310,Y_RNA,Common,0.114727800285034,0.267967870985428
cg08860498,PTP4A2P1,Common,0.0945453458869842,0.117359570802037
cg08864042,DCTN1,Common,0.102993158073491,0.291857252414544
cg08864042,DQX1,Common,0.0391691716210531,0.0973248571685967
cg08864042,HTRA2,Common,0.0444023651059847,0.115027260803315
cg08864042,M1AP,Common,0.068496132753536,0.19717959919884
cg08864042,MGC10955,Common,0.107597748918401,0.304429760443066
cg08871545,SLC5A9,Common,0.0192619132204197,0.0266654080005457
cg08894532,MYO1F,Common,0.123986513747153,0.599138392486555
cg08898055,CTB-129O4.1,Common,0.385589451746395,3.02502875025802
cg08900409,PGPEP1,Common,0.183777340524225,0.374751976036067
cg08900409,SSBP4,Common,0.0959055187745575,0.20843250199514
cg08961287,RP11-429B14.4,Common,0.388579596639291,20769382141.3377
cg09025210,RASA2-IT1,Common,0.27941994445662,1.33950196650169
cg09039163,ILKAP,Common,0.106302880271917,0.117938284865396
cg09079275,CYFIP2,Common,0.0894096351247906,0.212831935721748
cg09079275,THG1L,Common,0.0872905007754377,0.205960884340542
cg09093656,RP11-92B11.4,Common,0.0356692592126484,0.0408919996317071
cg09093656,TRPV2,Common,0.308995305809862,0.352504304023546
cg09112081,CDIPT-AS1,Common,0.162109893957428,0.532873542731528
cg09122593,TMEM183A,Common,0.130392663846928,0.169673407325948
cg09125300,BIN3,Common,0.10749142593672,0.629728091149851
cg09125300,C8orf58,Common,0.100039664261716,0.48930682991721
cg09125300,RP11-582J16.3,Common,0.0027155817181626,0.0181243214753897
cg09125300,RP11-582J16.5,Common,0.175792979101396,1.14886872124288
cg09148852,BCL7A,Common,0.0739475447208855,0.102695627169681
cg09148852,KDM2B,Common,0.0909938458344213,0.126110935151978
cg09169455,CTB-55B8.1,Common,0.0507815156376892,0.089806664170389
cg09169455,MYO10,Common,0.108471775799457,0.200151370381261
cg09182750,TTC23,Common,0.163046740680193,0.189833470267613
cg09233429,ANKRD63,Common,0.0415718024718335,0.243657227369593
cg09233429,BAHD1,Common,0.0696737126537192,0.369208666217788
cg09233429,RP11-133K1.7,Common,0.0122863487992822,0.080910367821937
cg09233658,RP4-710M16.1,Common,0.0130018382833654,0.0400612142519818
cg09253473,FASN,Common,0.276672532219047,0.355267230716094
cg09253473,PPP1R27,Common,0.106597882120664,0.137388873883496
cg09253473,STRA13,Common,0.148429613387082,0.190651507385086
cg09290175,FUNDC2P4,Common,0.12694984657101,0.172171477044746
cg09290175,RP4-742C19.12,Common,0.156451498097652,0.214382394609696
cg09328012,PKDREJ,Common,0.0142983451083301,0.0348891804169412
cg09328012,TTC38,Common,0.166993561542009,0.463524028959918
cg09343092,HOXA-AS2,Common,0.0085182534815541,0.0464446886882003
cg09343092,HOXA6,Common,0.0002473421395165,0.0012053981530415
cg09354949,HIGD1AP10,Common,0.0285444402856292,0.0290145727167776
cg09367901,BMP4,Common,0.197007494325522,1.10193855220563
cg09393494,ASCL2,Common,0.0883339209476352,0.0887202552208434
cg09416512,AD000090.2,Common,0.197597620264437,0.265318858019978
cg09416512,FAM187B2P,Common,0.0619851699913575,0.0846383883446705
cg09416512,HAMP,Common,0.740925108493891,0.981788409810762
cg09416512,LGI4,Common,0.205372806303734,0.280626018502939
cg09447621,AP004550.1,Common,0.0698904395568067,0.105579926642916
cg09447621,RP11-700F16.2,Common,0.0393101386369739,0.056999226479558
cg09470754,FAM71E2,Common,0.0064503021113187,0.0068711964494601
cg09470754,RPL28,Common,0.182714114260136,0.219717563695426
cg09470754,UBE2S,Common,0.102658590212497,0.12324323711817
cg09476997,RP11-304L19.2,Common,0.0508680464662787,0.0752130085483347
cg09476997,SPSB3,Common,0.0668458582119818,0.122687879269373
cg09490371,TIGD1,Common,0.0713023217756137,0.422073887043679
cg09498948,RUNX1T1,Common,0.0906888614631323,0.576462699085978
cg09502865,SNAI3,Common,0.0809122572017107,0.390486829986982
cg09502865,ZC3H18,Common,0.0587125015651739,0.219706315413
cg09554856,KIAA1549L,Common,0.21583494128333,0.243382230724836
cg09563216,PRPF3,Common,0.0421784783893806,0.0903080387197331
cg09575756,AC138517.5,Common,0.0006712931308432,0.0010214023186019
cg09577391,CTD-2368P22.1,Common,0.127154526062489,0.932649635907787
cg09577391,CTD-2583A14.1,Common,0.0668602680356284,0.636524525934678
cg09577651,SDCBP2-AS1,Common,0.139118179927144,0.178125685389021
cg09577651,SIRPB3P,Common,0.0490741436037621,0.0630322038620528
cg09586924,ADAMTS8,Common,0.151722163463164,0.195399044713388
cg09586924,TCEB2P2,Common,0.0035369024659659,0.0047100238983314
cg09596958,XRCC6BP1,Common,0.0722910098724994,0.401461367948057
cg09663193,EFNB3,Common,0.15119850293232,0.757850466913523
cg09663193,SNORA67,Common,0.181600968214544,0.936557442456029
cg09669754,CARD14,Common,0.0605376396745688,0.128209625260172
cg09669754,CCDC40,Common,0.19947719015474,0.77443666145787
cg09669754,RNF213,Common,0.0969825440022239,0.13442771259191
cg09669754,RP11-334C17.5,Common,0.210570853872418,0.183926526213844
cg09669754,SGSH,Common,0.121122276966307,0.156966068173439
cg09772333,ARHGEF1,Common,0.0945856878030569,0.433462586885398
cg09772333,CTC-378H22.2,Common,0.0285915819359258,0.110910597641533
cg09774932,LINC00942,Common,0.0185165757115872,0.0479283458337376
cg09781936,TBX1,Common,0.112023062327685,0.15997157696488
cg09799873,ANGPTL4,Common,0.313032925265405,0.89244170887194
cg09799873,CD320,Common,0.120070076091349,0.321811957334322
cg09799873,MARCH2,Common,0.074354447894186,0.196977570027086
cg09814127,RP11-45P15.4,Common,0.198962166819548,0.996103626077356
cg09814127,RPL13P6,Common,4.33351241347981e-05,0.0006910089842942
cg09814127,TNFAIP2,Common,0.346889965952196,0.755963324938767
cg09825979,HOXA6,Common,0.0002156619315889,0.0013976367787261
cg09827249,PRAP1,Common,0.13133519856898,0.216844546978289
cg09827249,VENTX,Common,0.161523896087013,0.26714689740305
cg09844573,KCNQ2,Common,0.331941110261197,0.536881679163064
cg09889997,VAMP3,Common,0.105710012936257,0.122679410222116
cg09912512,CYP2D8P,Common,0.0533381277793625,0.0483160017603114
cg09946623,AC009133.17,Common,0.0095331973395724,0.0520861350221221
cg09962809,CYBA,Common,0.392765846904706,1.66831140092702
cg09962809,PIEZO1,Common,0.428252693882756,2.8129109208303
cg09977847,PECR,Common,0.173644456602016,24118281395.26
cg09977847,TMEM169,Common,0.143230918363727,18756097170.0898
cg09983216,HOXB5,Common,0.0150368589024742,0.0836550063836622
cg09991306,AC104809.2,Common,0.0084762964568695,0.0760780639680615
cg09996284,MEF2D,Common,0.147177218959603,0.200001847226972
cg10013501,RP11-84D1.2,Common,0.0007951077672676,0.003031774826388
cg10045881,C1orf162,Common,0.311159304878544,1.5822701941662
cg10045881,CHI3L2,Common,0.387804404739159,1.98724346869358
cg10045881,DENND2D,Common,0.128916913626862,0.637896434701273
cg10045881,DRAM2,Common,0.153502199482746,0.769724938423704
cg10055265,CCDC153,Common,0.154191910810344,0.689360296515018
cg10055265,RNU6-1123P,Common,0.0065360441372744,0.0193902525024934
cg10085474,CTBP1-AS2,Common,0.155544667385773,0.157817826169195
cg10085474,DGKQ,Common,0.137600674993961,0.138611252818406
cg10095954,CAMKK1,Common,0.0804976328195229,0.569355706411208
cg10095954,P2RX1,Common,0.0543351044677367,0.181555335324519
cg10125703,FTL,Common,0.21898463597695,1097784922.91705
cg10126903,AC009133.17,Common,0.0105942669840262,0.0117349046166522
cg10126903,MVP,Common,0.146534568927588,0.156659232154846
cg10129025,C9orf141,Common,0.0268896181557776,0.0473795268286938
cg10133500,HYAL2,Common,0.237331699672737,0.528510163139126
cg10138352,RP11-460N20.5,Common,0.0228932951332271,0.0299342523060705
cg10138352,RP11-797H7.3,Common,0.147738831714765,0.178132541934678
cg10138352,VN1R42P,Common,0.0552794357280688,0.0713934005054025
cg10138352,ZNF273,Common,0.0695572880705688,0.0887061681081377
cg10145584,IL10RA,Common,0.173060719144552,0.222960700608122
cg10156217,RP11-58E21.3,Common,0.0842506352857341,0.184972471638814
cg10161111,RSPH10B,Common,0.200569215715053,0.851306529057362
cg10180281,SKAP2,Common,0.157197067519018,1.51733224631046
cg10204725,NLRP8,Common,0.0032439295204075,0.0036076809324146
cg10210690,RP5-866L20.1,Common,0.0024455593615083,0.0035979040454687
cg10231067,UBR4,Common,0.137365252685437,1.90492197617359
cg10237442,RP3-412A9.12,Common,0.107564224563404,0.149008374497568
cg10271819,HIPK2,Common,0.332266791111758,0.362892077552621
cg10271819,TBXAS1,Common,0.279615809132857,0.298564666783981
cg10278520,RP11-328K2.1,Common,0.113163086895815,0.228869033518068
cg10315249,PELI3,Common,0.0731990527092413,0.205295147311069
cg10315249,RP11-658F2.8,Common,0.18885964578022,0.506907648355364
cg10315249,SPTBN2,Common,0.167094035443631,0.455453357829791
cg10315249,YIF1A,Common,0.162460012133505,0.435184427543636
cg10316525,ANKRD63,Common,0.0634021798192284,0.220689372079669
cg10316525,BAHD1,Common,0.0811569760980958,0.430259750836834
cg10316525,EIF2AK4,Common,0.131119685132797,0.555564065401686
cg10316525,KNSTRN,Common,0.135081596828134,0.765541512946447
cg10316525,PAK6,Common,0.114497927256867,0.691853038123182
cg10316525,RP11-64K12.8,Common,0.0001009483852103,0.0004140407300646
cg10330187,RP11-21B21.4,Common,0.0397521874990421,0.0454562610195754
cg10331073,LINC00202-2,Common,0.109735613754992,4.12460372418117
cg10331082,BCL6B,Common,0.305398194654194,0.913157613729159
cg10331082,C17orf49,Common,0.166037066659088,0.530494136631552
cg10331082,CLEC10A,Common,0.0575816816061247,0.175116090937757
cg10331082,RNASEK,Common,0.178701020190772,0.563749603633298
cg10331082,RNASEK-C17orf49,Common,0.236401102005399,0.692935425375682
cg10331082,SLC16A11,Common,0.236551736440393,0.735663902045733
cg10350880,GIGYF1,Common,0.102355185615862,0.238122232604091
cg10350880,LRCH4,Common,0.0800021456943494,0.211408088512584
cg10432569,TTLL6,Common,0.089014511458193,0.227321206734837
cg10432947,NAT8L,Common,0.175356457306716,0.52259567796244
cg10460657,C17orf62,Common,0.181850516999573,250866686781.276
cg10464462,RAD51L3-RFFL,Common,0.0401751642849112,0.0705665718689182
cg10464462,RP11-799D4.4,Common,0.0562541710100132,0.0774568257926305
cg10464462,RP5-837J1.4,Common,0.0864708827677378,0.137620115131976
cg10481202,LMBR1L,Common,0.041615868115696,0.134270092825092
cg10481202,SPATS2,Common,0.0413270293773096,0.134285129294787
cg10481202,TUBA1C,Common,0.0930844246366629,0.32063837694206
cg10481202,WNT10B,Common,0.0491504698567551,0.155589429651957
cg10499974,CCRL2,Common,0.0729183177807946,0.0887431298175286
cg10499974,XCR1,Common,0.0016914803599082,0.0023478929604328
cg10501093,RPL21P13,Common,0.0081893749561679,0.0426137348662321
cg10501093,TNFAIP2,Common,0.183996321608867,0.775563031305059
cg10506844,SLC25A28,Common,0.121414656191719,0.520091314986994
cg10513118,MPZL2,Common,0.188261317949668,0.282957760067778
cg10513118,SCN2B,Common,0.0826429331292056,0.122259311473416
